  33.71
 165.00
 577320463
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1997 07 28 12	49420.80	11.96	505.11	0.00	30.56	30.56	3304.36
1997 07 29 12	49420.80	14.34	384.56	0.00	29.48	29.48	3215.44
1997 07 30 12	49420.80	11.75	359.91	0.00	28.08	28.08	2983.08
1997 07 31 12	49267.38	0.65	317.45	0.00	24.91	24.91	2661.58
1997 08 01 12	49075.20	0.31	610.83	0.00	21.46	21.46	2020.95
1997 08 02 12	49075.20	0.05	567.86	0.00	23.46	23.46	2100.49
1997 08 03 12	49075.20	0.38	430.09	0.00	25.88	25.88	2573.77
1997 08 04 12	48739.17	0.20	437.47	0.00	27.58	27.58	2805.93
1997 08 05 12	48729.60	1.24	377.99	0.00	27.69	27.69	2822.41
1997 08 06 12	48729.60	0.54	539.40	0.00	25.03	25.03	2232.84
1997 08 07 12	48650.94	2.27	406.70	0.00	24.81	24.81	2363.15
1997 08 08 12	48384.00	17.22	288.81	0.00	25.09	25.09	2577.64
1997 08 09 12	48384.00	6.16	346.93	0.00	24.48	24.48	2535.27
1997 08 10 12	48384.00	6.29	321.80	0.00	24.69	24.69	2550.11
1997 08 11 12	48038.40	0.55	326.63	0.00	25.98	25.98	2777.47
1997 08 12 12	48038.40	4.59	357.43	0.00	27.07	27.07	2957.90
1997 08 13 12	48038.40	4.67	374.41	0.00	27.42	27.42	2932.88
1997 08 14 12	47692.80	2.06	360.78	0.00	27.81	27.81	2938.78
1997 08 15 12	47692.80	8.48	407.43	0.00	27.53	27.53	2976.80
1997 08 16 12	47692.80	0.36	475.31	0.00	28.82	28.82	3104.90
1997 08 17 12	47347.20	3.12	507.83	0.00	28.95	28.95	3111.27
1997 08 18 12	47347.20	3.57	301.14	0.00	28.10	28.10	3067.65
1997 08 19 12	47347.20	3.18	389.07	0.00	27.14	27.14	2908.45
1997 08 20 12	47001.60	4.37	402.44	0.00	27.65	27.65	2969.28
1997 08 21 12	47001.60	0.06	443.15	0.00	25.40	25.40	2493.31
1997 08 22 12	47001.60	0.07	594.38	0.00	21.59	21.59	1811.53
1997 08 23 12	46656.00	0.05	590.95	0.00	21.78	21.78	1796.38
1997 08 24 12	46656.00	0.00	595.58	0.00	22.01	22.01	1738.86
1997 08 25 12	46656.00	0.00	588.49	0.00	23.42	23.42	1818.92
1997 08 26 12	46310.40	0.00	570.47	0.00	25.38	25.38	2162.20
1997 08 27 12	46310.40	0.00	491.11	0.00	26.87	26.87	2506.04
1997 08 28 12	46310.40	0.00	526.60	0.00	28.09	28.09	2769.33
1997 08 29 12	45964.80	0.14	522.61	0.00	27.92	27.92	2734.95
1997 08 30 12	45964.80	0.21	361.98	0.00	27.90	27.90	2708.17
1997 08 31 12	45964.80	12.95	350.72	0.00	27.53	27.53	2678.11
1997 09 01 12	45619.20	0.46	358.79	0.00	26.57	26.57	2753.36
1997 09 02 12	45619.20	1.49	319.34	0.00	27.90	27.90	2821.76
1997 09 03 12	45334.21	0.36	383.98	0.00	27.75	27.75	2787.87
1997 09 04 12	45273.60	0.00	538.74	0.00	22.68	22.68	2133.10
1997 09 05 12	45273.60	0.00	459.10	0.00	22.55	22.55	2048.97
1997 09 06 12	44928.00	0.00	534.01	0.00	22.31	22.31	1925.71
1997 09 07 12	44928.00	0.00	527.96	0.00	23.18	23.18	1844.99
1997 09 08 12	44928.00	0.00	409.22	0.00	23.91	23.91	2003.19
1997 09 09 12	44582.40	4.44	361.02	0.00	25.41	25.41	2335.99
1997 09 10 12	44582.40	3.74	388.06	0.00	25.03	25.03	2403.10
1997 09 11 12	44582.40	0.00	515.49	0.00	22.19	22.19	1885.93
1997 09 12 12	44236.80	0.00	523.67	0.00	21.69	21.69	1655.95
1997 09 13 12	44236.80	0.00	502.53	0.00	22.81	22.81	1694.39
1997 09 14 12	43891.20	0.00	519.32	0.00	23.13	23.13	1704.34
1997 09 15 12	43891.20	0.00	518.47	0.00	23.81	23.81	1890.50
1997 09 16 12	43891.20	0.00	516.09	0.00	24.75	24.75	1863.97
1997 09 17 12	43545.60	0.00	511.29	0.00	25.32	25.32	2027.66
1997 09 18 12	43545.60	0.00	500.52	0.00	27.39	27.39	2246.96
1997 09 19 12	43545.60	0.00	505.75	0.00	26.95	26.95	2289.54
1997 09 20 12	43200.00	0.00	500.83	0.00	26.53	26.53	2409.25
1997 09 21 12	43200.00	0.00	296.86	0.00	25.42	25.42	2444.17
1997 09 22 12	42854.40	0.00	411.67	0.00	23.44	23.44	2203.58
1997 09 23 12	42854.40	0.00	284.37	0.00	24.93	24.93	2627.69
1997 09 24 12	42854.40	15.54	299.61	0.00	24.76	24.76	2561.44
1997 09 25 12	42508.80	17.87	367.71	0.00	21.97	21.97	2306.92
1997 09 26 12	42508.80	0.00	386.75	0.00	21.10	21.10	2033.07
1997 09 27 12	42508.80	6.73	255.53	0.00	21.08	21.08	2070.34
1997 09 28 12	42163.20	0.23	399.67	0.00	21.22	21.22	2129.78
1997 09 29 12	42163.20	0.01	502.93	0.00	22.09	22.09	1911.55
1997 09 30 12	41817.60	0.00	497.87	0.00	20.56	20.56	1634.74
1997 10 01 12	41817.60	0.00	516.74	0.00	20.56	20.56	1521.32
1997 10 02 12	41817.60	0.00	513.12	0.00	16.01	16.01	1174.71
1997 10 03 12	41472.00	0.00	499.20	0.00	18.64	18.64	1384.72
1997 10 04 12	41472.00	0.00	432.94	0.00	20.85	20.85	1742.80
1997 10 05 12	41472.00	0.00	445.14	0.00	21.72	21.72	1795.45
1997 10 06 12	41126.40	0.00	424.51	0.00	23.23	23.23	2007.73
1997 10 07 12	41126.40	0.00	475.58	0.00	24.67	24.67	2119.80
1997 10 08 12	41065.79	0.00	353.19	0.00	23.24	23.24	2039.77
1997 10 09 12	40780.80	0.00	336.12	0.00	23.25	23.25	2181.08
1997 10 10 12	40780.80	0.00	414.06	0.00	23.81	23.81	2050.12
1997 10 11 12	40435.20	0.00	451.77	0.00	23.63	23.63	1955.03
1997 10 12 12	40435.20	0.59	415.73	0.00	22.17	22.17	1934.51
1997 10 13 12	40435.20	7.01	268.48	0.00	22.77	22.77	2221.98
1997 10 14 12	40089.60	30.82	440.52	0.00	15.44	15.44	1430.79
1997 10 15 12	40089.60	1.09	484.75	0.00	11.42	11.42	908.52
1997 10 16 12	40089.60	0.00	313.54	0.00	11.86	11.86	1060.17
1997 10 17 12	39744.00	0.00	308.64	0.00	13.96	13.96	1190.13
1997 10 18 12	39744.00	0.00	318.88	0.00	13.11	13.11	1097.63
1997 10 19 12	39744.00	0.00	453.14	0.00	12.08	12.08	996.22
1997 10 20 12	39398.40	0.00	454.31	0.00	13.77	13.77	1029.43
1997 10 21 12	39398.40	5.16	199.11	0.00	15.28	15.28	1383.43
1997 10 22 12	39398.40	2.68	457.34	0.00	13.37	13.37	1137.03
1997 10 23 12	39052.80	0.00	456.47	0.00	9.98	9.98	756.10
1997 10 24 12	39052.80	25.70	270.12	0.00	13.37	13.37	1365.30
1997 10 25 12	39052.80	15.32	219.49	0.00	20.07	20.07	2093.62
1997 10 26 12	38707.20	23.63	206.98	0.00	19.97	19.97	2107.44
1997 10 27 12	38707.20	0.00	292.41	0.00	9.64	9.64	984.73
1997 10 28 12	38707.20	2.16	430.07	0.00	6.26	6.26	735.50
1997 10 29 12	38361.60	0.00	442.82	0.00	10.61	10.61	886.01
1997 10 30 12	38361.60	1.49	432.68	0.00	12.11	12.11	913.27
1997 10 31 12	38361.60	7.43	127.77	0.00	11.81	11.81	1172.65
1997 11 01 12	38016.00	8.47	226.14	0.00	15.71	15.71	1591.29
1997 11 02 12	38016.00	0.66	372.17	0.00	13.16	13.16	1130.78
1997 11 03 12	38016.00	0.00	280.12	0.00	9.63	9.63	844.67
1997 11 04 12	37749.06	0.00	288.18	0.00	8.89	8.89	771.78
1997 11 05 12	37670.40	8.01	200.53	0.00	10.16	10.16	944.57
1997 11 06 12	37670.40	3.25	304.87	0.00	11.53	11.53	1119.34
1997 11 07 12	37660.83	1.77	154.12	0.00	9.83	9.83	1057.86
1997 11 08 12	37324.80	0.00	291.47	0.00	9.65	9.65	965.66
1997 11 09 12	37324.80	0.00	359.91	0.00	8.90	8.90	879.14
1997 11 10 12	37324.80	0.99	113.41	0.00	8.74	8.74	916.80
1997 11 11 12	37132.62	0.22	281.93	0.00	9.48	9.48	961.78
1997 11 12 12	36979.20	7.60	83.76	0.00	9.19	9.19	981.84
1997 11 13 12	36979.20	0.61	159.95	0.00	10.52	10.52	1170.56
1997 11 14 12	36979.20	1.94	132.91	0.00	10.51	10.51	1182.18
1997 11 15 12	36712.26	0.00	153.64	0.00	6.93	6.93	835.00
1997 11 16 12	36633.60	0.00	281.15	0.00	2.05	2.05	501.98
1997 11 17 12	36633.60	0.00	366.29	0.00	1.69	1.69	463.76
1997 11 18 12	36633.60	0.00	183.25	0.00	3.22	3.22	490.16
1997 11 19 12	36441.43	0.00	299.82	0.00	7.35	7.35	752.68
1997 11 20 12	36288.00	8.00	347.40	0.00	9.03	9.03	758.35
1997 11 21 12	36288.00	15.51	159.41	0.00	13.36	13.36	1369.88
1997 11 22 12	36288.00	0.11	285.84	0.00	13.12	13.12	1311.67
1997 11 23 12	36278.43	0.00	347.99	0.00	8.60	8.60	880.91
1997 11 24 12	36021.06	0.00	344.48	0.00	8.01	8.01	736.15
1997 11 25 12	35942.40	0.02	344.13	0.00	8.21	8.21	717.58
1997 11 26 12	35942.40	0.09	140.88	0.00	9.57	9.57	910.44
1997 11 27 12	35942.40	0.00	282.78	0.00	14.37	14.37	1301.42
1997 11 28 12	35942.40	0.00	302.92	0.00	16.72	16.72	1426.34
1997 11 29 12	35819.48	13.17	133.18	0.00	15.99	15.99	1633.74
1997 11 30 12	35613.81	5.74	224.78	0.00	15.31	15.31	1532.19
1997 12 01 12	35596.80	0.15	311.13	0.00	12.30	12.30	1162.31
1997 12 02 12	35596.80	0.87	264.00	0.00	9.84	9.84	935.51
1997 12 03 12	35596.80	13.35	102.50	0.00	11.54	11.54	1214.96
1997 12 04 12	35596.80	0.97	223.70	0.00	9.99	9.99	1116.37
1997 12 05 12	35596.80	0.00	323.09	0.00	3.57	3.57	625.10
1997 12 06 12	35473.89	0.00	272.74	0.00	0.60	0.60	427.10
1997 12 07 12	35329.86	0.12	161.65	0.00	0.57	0.57	447.52
1997 12 08 12	35251.20	5.86	128.22	0.00	3.07	3.07	637.76
1997 12 09 12	35251.20	1.43	308.77	0.00	9.22	9.22	1094.03
1997 12 10 12	35251.20	5.30	308.52	0.00	13.18	13.18	1273.53
1997 12 11 12	35251.20	0.00	232.25	0.00	5.27	5.27	718.43
1997 12 12 12	35251.20	0.00	200.98	0.00	3.83	3.83	626.97
1997 12 13 12	35251.20	2.27	144.48	0.00	3.38	3.38	610.31
1997 12 14 12	35251.20	2.86	170.23	0.00	2.06	2.06	568.24
1997 12 15 12	35251.20	0.40	317.81	0.00	1.44	1.44	504.22
1997 12 16 12	35251.20	0.00	311.64	0.00	4.71	4.71	551.83
1997 12 17 12	35251.20	0.00	307.24	0.00	6.17	6.17	669.65
1997 12 18 12	35251.20	0.00	310.94	0.00	7.12	7.12	740.82
1997 12 19 12	35251.20	0.00	307.81	0.00	8.67	8.67	832.88
1997 12 20 12	35251.20	0.00	125.35	0.00	10.18	10.18	1090.95
1997 12 21 12	35251.20	20.07	72.96	0.00	11.20	11.20	1243.57
1997 12 22 12	35251.20	1.26	301.89	0.00	12.88	12.88	1244.73
1997 12 23 12	35251.20	9.93	122.82	0.00	9.41	9.41	1023.12
1997 12 24 12	35251.20	32.81	191.70	0.00	10.90	10.90	1186.15
1997 12 25 12	35251.20	0.08	303.05	0.00	8.58	8.58	924.26
1997 12 26 12	35251.20	0.01	211.82	0.00	6.38	6.38	786.24
1997 12 27 12	35251.20	7.62	181.82	0.00	6.28	6.28	841.61
1997 12 28 12	35251.20	0.04	314.85	0.00	1.48	1.48	510.69
1997 12 29 12	35251.20	6.85	71.86	0.00	1.60	1.60	602.20
1997 12 30 12	35251.20	0.16	246.91	0.00	2.47	2.47	586.07
1997 12 31 12	35251.20	0.36	296.76	0.00	3.62	3.62	624.63
1998 01 01 12	35251.20	0.00	309.61	0.00	1.96	1.96	452.67
1998 01 02 12	35251.20	0.00	268.48	0.00	3.80	3.80	566.43
1998 01 03 12	35268.21	0.12	273.53	0.00	8.76	8.76	984.33
1998 01 04 12	35404.62	0.11	279.03	0.00	12.58	12.58	1256.78
1998 01 05 12	35536.19	31.90	117.25	0.00	16.09	16.09	1681.45
1998 01 06 12	35596.80	10.12	184.91	0.00	17.11	17.11	1834.23
1998 01 07 12	35596.80	81.81	129.51	0.00	17.21	17.21	1896.63
1998 01 08 12	35596.80	5.78	228.79	0.00	14.38	14.38	1483.30
1998 01 09 12	35596.80	0.25	265.57	0.00	7.72	7.72	893.26
1998 01 10 12	35596.80	0.00	308.35	0.00	6.50	6.50	776.29
1998 01 11 12	35675.46	1.85	110.81	0.00	6.81	6.81	852.40
1998 01 12 12	35932.83	4.86	112.21	0.00	8.42	8.42	1033.92
1998 01 13 12	35942.40	0.63	304.98	0.00	11.66	11.66	1250.73
1998 01 14 12	35942.40	1.47	135.23	0.00	11.32	11.32	1209.71
1998 01 15 12	35942.40	22.40	91.16	0.00	11.29	11.29	1265.93
1998 01 16 12	35942.40	10.38	269.90	0.00	5.65	5.65	838.28
1998 01 17 12	36165.09	1.65	294.13	0.00	4.91	4.91	744.03
1998 01 18 12	36288.00	4.26	111.12	0.00	4.83	4.83	721.57
1998 01 19 12	36288.00	8.57	296.19	0.00	5.43	5.43	798.78
1998 01 20 12	36288.00	0.00	336.58	0.00	3.59	3.59	602.71
1998 01 21 12	36305.01	4.00	124.43	0.00	4.09	4.09	710.93
1998 01 22 12	36624.03	26.26	141.13	0.00	9.46	9.46	1149.27
1998 01 23 12	36633.60	0.94	231.49	0.00	10.57	10.57	1155.46
1998 01 24 12	36633.60	0.00	343.05	0.00	5.03	5.03	711.80
1998 01 25 12	36633.60	0.00	327.31	0.00	5.15	5.15	652.13
1998 01 26 12	36918.59	1.18	186.62	0.00	5.80	5.80	730.11
1998 01 27 12	36979.20	3.60	156.95	0.00	7.73	7.73	933.60
1998 01 28 12	36979.20	0.10	351.55	0.00	7.78	7.78	830.40
1998 01 29 12	36979.20	0.00	343.28	0.00	8.71	8.71	880.90
1998 01 30 12	37315.23	0.00	357.90	0.00	7.94	7.94	827.29
1998 01 31 12	37324.80	0.03	362.52	0.00	6.06	6.06	627.43
1998 02 01 12	37324.80	2.04	261.33	0.00	6.89	6.89	706.03
1998 02 02 12	37403.46	11.66	91.61	0.00	7.73	7.73	972.63
1998 02 03 12	37670.40	39.19	92.18	0.00	8.68	8.68	1052.49
1998 02 04 12	37670.40	8.80	326.31	0.00	5.20	5.20	749.73
1998 02 05 12	37670.40	0.26	356.52	0.00	3.57	3.57	628.53
1998 02 06 12	38006.43	0.34	307.12	0.00	3.68	3.68	667.14
1998 02 07 12	38016.00	0.00	183.51	0.00	4.14	4.14	697.16
1998 02 08 12	38016.00	0.00	235.88	0.00	5.19	5.19	752.12
1998 02 09 12	38238.69	0.00	373.14	0.00	7.68	7.68	804.11
1998 02 10 12	38361.60	1.05	223.65	0.00	9.42	9.42	1005.26
1998 02 11 12	38361.60	7.24	304.22	0.00	11.70	11.70	1170.83
1998 02 12 12	38440.26	0.00	351.52	0.00	9.20	9.20	910.17
1998 02 13 12	38707.20	0.00	259.14	0.00	9.37	9.37	895.25
1998 02 14 12	38707.20	0.00	388.66	0.00	8.31	8.31	779.98
1998 02 15 12	38724.21	0.30	252.90	0.00	7.28	7.28	776.78
1998 02 16 12	39052.80	24.30	299.61	0.00	11.18	11.18	1218.06
1998 02 17 12	39052.80	24.93	238.86	0.00	12.38	12.38	1263.69
1998 02 18 12	39069.81	0.07	286.19	0.00	9.72	9.72	975.30
1998 02 19 12	39398.40	0.00	271.20	0.00	11.17	11.17	992.75
1998 02 20 12	39398.40	0.06	280.29	0.00	10.86	10.86	1017.77
1998 02 21 12	39415.41	0.00	288.36	0.00	10.19	10.19	839.18
1998 02 22 12	39744.00	6.35	110.83	0.00	8.02	8.02	884.69
1998 02 23 12	39744.00	4.21	262.82	0.00	9.75	9.75	1054.33
1998 02 24 12	39897.43	0.00	416.86	0.00	9.96	9.96	912.52
1998 02 25 12	40089.60	5.94	295.01	0.00	12.08	12.08	1057.96
1998 02 26 12	40089.60	14.38	149.80	0.00	10.46	10.46	1146.75
1998 02 27 12	40425.63	14.49	372.87	0.00	13.19	13.19	1280.60
1998 02 28 12	40435.20	0.00	383.66	0.00	13.34	13.34	1055.47
1998 03 01 12	40435.20	0.00	393.19	0.00	9.32	9.32	853.46
1998 03 02 12	40780.80	0.00	309.54	0.00	5.34	5.34	599.21
1998 03 03 12	40780.80	0.00	345.47	0.00	4.47	4.47	599.01
1998 03 04 12	40780.80	3.28	214.09	0.00	4.08	4.08	638.83
1998 03 05 12	41126.40	41.69	123.97	0.00	9.47	9.47	1124.11
1998 03 06 12	41126.40	14.35	339.51	0.00	14.71	14.71	1484.38
1998 03 07 12	41126.40	9.42	288.68	0.00	16.58	16.58	1727.41
1998 03 08 12	41472.00	13.44	342.45	0.00	17.26	17.26	1747.84
1998 03 09 12	41472.00	0.97	187.04	0.00	7.19	7.19	923.75
1998 03 10 12	41817.60	0.00	379.05	0.00	1.35	1.35	500.90
1998 03 11 12	41817.60	0.00	460.14	0.00	0.47	0.47	374.76
1998 03 12 12	41817.60	0.00	445.04	0.00	-1.51	-1.51	304.22
1998 03 13 12	42163.20	0.00	282.36	0.00	1.88	1.88	398.94
1998 03 14 12	42163.20	0.00	259.65	0.00	6.71	6.71	766.30
1998 03 15 12	42163.20	0.00	253.18	0.00	11.64	11.64	1107.66
1998 03 16 12	42508.80	0.85	278.95	0.00	14.62	14.62	1269.74
1998 03 17 12	42508.80	7.29	227.98	0.00	14.93	14.93	1448.47
1998 03 18 12	42844.83	18.16	245.46	0.00	15.39	15.39	1566.12
1998 03 19 12	42854.40	1.34	422.91	0.00	17.03	17.03	1644.20
1998 03 20 12	42854.40	7.32	312.54	0.00	11.89	11.89	1218.52
1998 03 21 12	43200.00	0.19	280.07	0.00	5.20	5.20	734.47
1998 03 22 12	43200.00	0.02	471.41	0.00	7.72	7.72	772.79
1998 03 23 12	43200.00	0.00	374.53	0.00	10.58	10.58	866.96
1998 03 24 12	43545.60	0.49	133.12	0.00	12.05	12.05	1170.91
1998 03 25 12	43545.60	0.18	469.20	0.00	14.65	14.65	1329.61
1998 03 26 12	43555.17	0.00	495.07	0.00	17.14	17.14	1490.83
1998 03 27 12	43891.20	0.00	453.03	0.00	18.67	18.67	1640.14
1998 03 28 12	43891.20	0.00	288.83	0.00	19.05	19.05	1806.27
1998 03 29 12	44236.80	0.00	503.40	0.00	20.68	20.68	1920.48
1998 03 30 12	44236.80	0.00	504.92	0.00	21.28	21.28	1997.88
1998 03 31 12	44236.80	18.05	289.82	0.00	19.78	19.78	1936.97
1998 04 01 12	44582.40	6.15	509.61	0.00	16.90	16.90	1475.88
1998 04 02 12	44582.40	1.00	502.82	0.00	16.39	16.39	1192.29
1998 04 03 12	44582.40	14.06	292.14	0.00	18.91	18.91	1784.61
1998 04 04 12	44928.00	0.00	444.61	0.00	13.64	13.64	1234.16
1998 04 05 12	44928.00	0.00	475.83	0.00	10.63	10.63	961.22
1998 04 06 12	45273.60	0.00	511.69	0.00	13.40	13.40	1027.77
1998 04 07 12	45273.60	0.03	421.05	0.00	16.19	16.19	1546.05
1998 04 08 12	45273.60	4.10	359.50	0.00	20.99	20.99	2146.32
1998 04 09 12	45619.20	12.55	370.84	0.00	16.32	16.32	1572.79
1998 04 10 12	45619.20	0.00	246.76	0.00	10.99	10.99	985.81
1998 04 11 12	45619.20	0.00	528.47	0.00	11.14	11.14	869.44
1998 04 12 12	45964.80	6.49	521.94	0.00	13.79	13.79	928.05
1998 04 13 12	45964.80	0.00	399.44	0.00	14.29	14.29	1259.25
1998 04 14 12	45974.37	12.25	256.16	0.00	17.45	17.45	1729.82
1998 04 15 12	46310.40	5.14	454.55	0.00	20.82	20.82	2031.53
1998 04 16 12	46310.40	1.98	326.41	0.00	22.13	22.13	2247.60
1998 04 17 12	46502.57	13.25	283.05	0.00	19.58	19.58	2005.47
1998 04 18 12	46656.00	39.96	165.31	0.00	14.03	14.03	1485.46
1998 04 19 12	46656.00	5.12	374.78	0.00	15.42	15.42	1529.27
1998 04 20 12	46984.59	0.11	501.30	0.00	13.55	13.55	1109.53
1998 04 21 12	47001.60	6.14	277.53	0.00	12.89	12.89	1041.48
1998 04 22 12	47001.60	1.54	310.15	0.00	13.58	13.58	1202.66
1998 04 23 12	47330.19	0.16	421.09	0.00	12.31	12.31	1093.39
1998 04 24 12	47347.20	0.03	506.57	0.00	15.98	15.98	1221.08
1998 04 25 12	47347.20	0.34	518.51	0.00	16.13	16.13	1264.28
1998 04 26 12	47675.79	0.52	459.19	0.00	17.44	17.44	1546.38
1998 04 27 12	47692.80	0.71	326.29	0.00	19.56	19.56	1841.74
1998 04 28 12	47692.80	3.09	371.14	0.00	20.40	20.40	1960.21
1998 04 29 12	47959.74	0.20	334.89	0.00	19.07	19.07	1818.86
1998 04 30 12	48038.40	4.31	322.76	0.00	19.60	19.60	1875.03
1998 05 01 12	48038.40	0.67	351.56	0.00	16.45	16.45	1522.92
1998 05 02 12	48161.31	0.01	545.54	0.00	18.49	18.49	1544.94
1998 05 03 12	48384.00	1.27	468.48	0.00	19.42	19.42	1686.11
1998 05 04 12	48384.00	0.00	461.50	0.00	16.81	16.81	1407.76
1998 05 05 12	48393.57	0.97	560.84	0.00	19.91	19.91	1617.05
1998 05 06 12	48729.60	1.30	389.00	0.00	19.61	19.61	1786.27
1998 05 07 12	48729.60	2.46	499.64	0.00	23.95	23.95	2542.36
1998 05 08 12	48729.60	0.34	576.26	0.00	23.27	23.27	2269.20
1998 05 09 12	48996.54	0.00	499.14	0.00	20.78	20.78	1794.98
1998 05 10 12	49075.20	10.73	337.12	0.00	21.97	21.97	2225.84
1998 05 11 12	49075.20	0.00	578.85	0.00	20.78	20.78	1936.83
1998 05 12 12	49084.77	0.00	575.26	0.00	22.42	22.42	1867.31
1998 05 13 12	49420.80	0.00	573.26	0.00	23.45	23.45	2159.72
1998 05 14 12	49420.80	0.00	577.67	0.00	24.74	24.74	2182.98
1998 05 15 12	49420.80	0.03	524.43	0.00	25.30	25.30	2289.86
1998 05 16 12	49481.41	0.00	529.58	0.00	25.44	25.44	2538.98
1998 05 17 12	49766.40	0.00	582.37	0.00	24.47	24.47	2203.65
1998 05 18 12	49766.40	0.00	582.93	0.00	22.51	22.51	1827.70
1998 05 19 12	49766.40	0.00	493.29	0.00	24.38	24.38	1957.01
1998 05 20 12	49775.97	0.00	575.89	0.00	25.77	25.77	2256.34
1998 05 21 12	50094.99	0.00	570.03	0.00	25.44	25.44	2376.56
1998 05 22 12	50112.00	0.00	554.88	0.00	25.66	25.66	2463.95
1998 05 23 12	50112.00	0.00	454.83	0.00	24.90	24.90	2479.72
1998 05 24 12	50112.00	0.00	426.62	0.00	25.37	25.37	2565.67
1998 05 25 12	50234.91	0.00	395.33	0.00	25.32	25.32	2587.57
1998 05 26 12	50457.60	1.10	438.75	0.00	25.58	25.58	2537.56
1998 05 27 12	50457.60	0.16	341.82	0.00	25.71	25.71	2629.83
1998 05 28 12	50457.60	0.00	518.78	0.00	26.50	26.50	2666.97
1998 05 29 12	50457.60	13.40	367.23	0.00	25.94	25.94	2638.21
1998 05 30 12	50467.17	0.03	378.05	0.00	24.83	24.83	2545.45
1998 05 31 12	50724.54	0.00	554.52	0.00	26.92	26.92	2816.76
1998 06 01 12	50803.20	0.45	507.89	0.00	27.99	27.99	3015.48
1998 06 02 12	50803.20	0.96	549.52	0.00	27.99	27.99	2858.43
1998 06 03 12	50803.20	0.00	567.05	0.00	27.12	27.12	2755.73
1998 06 04 12	50803.20	8.43	332.63	0.00	27.69	27.69	3065.36
1998 06 05 12	50803.20	25.06	329.05	0.00	26.25	26.25	2829.34
1998 06 06 12	50812.77	4.78	432.26	0.00	22.99	22.99	2293.94
1998 06 07 12	50995.38	0.01	596.56	0.00	16.86	16.86	1366.62
1998 06 08 12	51131.79	0.00	584.81	0.00	18.68	18.68	1430.24
1998 06 09 12	51148.80	0.00	332.33	0.00	23.29	23.29	2355.76
1998 06 10 12	51148.80	0.00	461.48	0.00	27.85	27.85	3000.47
1998 06 11 12	51148.80	0.01	549.40	0.00	27.12	27.12	2597.23
1998 06 12 12	51148.80	0.14	456.40	0.00	26.95	26.95	2840.54
1998 06 13 12	51148.80	13.25	543.00	0.00	29.10	29.10	3199.20
1998 06 14 12	51148.80	0.00	471.86	0.00	28.03	28.03	2923.21
1998 06 15 12	51148.80	4.98	560.05	0.00	27.59	27.59	2799.12
1998 06 16 12	51148.80	3.11	480.04	0.00	27.12	27.12	2792.71
1998 06 17 12	51148.80	0.00	484.94	0.00	26.86	26.86	2576.04
1998 06 18 12	51148.80	0.63	548.39	0.00	28.87	28.87	2909.16
1998 06 19 12	51148.80	6.56	365.23	0.00	28.66	28.66	3085.47
1998 06 20 12	51148.80	2.27	442.00	0.00	28.34	28.34	3046.69
1998 06 21 12	51148.80	0.12	497.42	0.00	28.04	28.04	2867.31
1998 06 22 12	51148.80	1.36	538.85	0.00	28.22	28.22	2783.22
1998 06 23 12	51148.80	0.02	562.88	0.00	29.41	29.41	2859.51
1998 06 24 12	51148.80	0.41	557.25	0.00	29.85	29.85	2750.90
1998 06 25 12	51148.80	0.01	563.48	0.00	29.49	29.49	2781.48
1998 06 26 12	51148.80	0.00	551.44	0.00	28.42	28.42	2807.42
1998 06 27 12	51148.80	0.00	530.05	0.00	27.77	27.77	2763.51
1998 06 28 12	51148.80	0.37	374.95	0.00	27.38	27.38	2737.69
1998 06 29 12	51148.80	0.00	490.71	0.00	28.41	28.41	2775.23
1998 06 30 12	51148.80	0.17	536.40	0.00	27.97	27.97	2748.56
1998 07 01 12	51148.80	2.47	623.88	0.00	29.52	29.52	2970.68
1998 07 02 12	51148.80	2.86	417.45	0.00	28.87	28.87	2770.24
1998 07 03 12	51148.80	1.85	375.78	0.00	27.56	27.56	2801.99
1998 07 04 12	51148.80	5.01	519.83	0.00	27.90	27.90	2839.32
1998 07 05 12	51070.14	1.54	385.75	0.00	28.69	28.69	3008.69
1998 07 06 12	50926.11	0.02	624.78	0.00	30.32	30.32	2891.34
1998 07 07 12	50803.20	0.06	502.67	0.00	30.39	30.39	2800.26
1998 07 08 12	50803.20	17.49	411.76	0.00	30.38	30.38	3296.05
1998 07 09 12	50803.20	8.39	319.85	0.00	29.50	29.50	3325.20
1998 07 10 12	50803.20	3.37	425.16	0.00	29.30	29.30	3091.91
1998 07 11 12	50803.20	7.11	368.48	0.00	29.15	29.15	2907.42
1998 07 12 12	50786.19	7.64	353.64	0.00	27.46	27.46	2849.65
1998 07 13 12	50580.52	15.35	326.45	0.00	25.58	25.58	2745.98
1998 07 14 12	50457.60	20.99	294.49	0.00	24.10	24.10	2624.47
1998 07 15 12	50457.60	14.17	343.96	0.00	25.49	25.49	2735.33
1998 07 16 12	50457.60	1.41	418.72	0.00	26.54	26.54	2731.26
1998 07 17 12	50457.60	0.17	428.52	0.00	27.37	27.37	2869.67
1998 07 18 12	50378.94	0.00	592.16	0.00	28.99	28.99	2729.00
1998 07 19 12	50121.57	3.34	560.14	0.00	29.63	29.63	2797.75
1998 07 20 12	50112.00	7.47	564.96	0.00	29.94	29.94	2895.00
1998 07 21 12	50112.00	2.58	471.82	0.00	27.68	27.68	2810.26
