  33.71
 165.00
 577320463
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1995 11 20 12	36288.00	0.01	352.72	0.00	10.93	10.93	760.71
1995 11 21 12	36288.00	0.00	346.17	0.00	11.73	11.73	771.40
1995 11 22 12	36288.00	0.00	355.28	0.00	6.80	6.80	549.32
1995 11 23 12	36278.43	8.38	263.33	0.00	6.12	6.12	558.91
1995 11 24 12	36021.06	2.79	284.16	0.00	8.11	8.11	702.76
1995 11 25 12	35942.40	2.11	255.59	0.00	4.61	4.61	545.02
1995 11 26 12	35942.40	0.70	349.23	0.00	5.99	5.99	549.96
1995 11 27 12	35942.40	0.98	260.42	0.00	9.00	9.00	706.90
1995 11 28 12	35942.40	15.93	222.90	0.00	14.74	14.74	1052.28
1995 11 29 12	35819.48	5.20	254.64	0.00	7.62	7.62	721.73
1995 11 30 12	35613.81	0.00	318.49	0.00	3.96	3.96	543.62
1995 12 01 12	35596.80	0.00	337.49	0.00	5.79	5.79	558.98
1995 12 02 12	35596.80	0.11	255.78	0.00	7.91	7.91	613.42
1995 12 03 12	35596.80	12.14	250.87	0.00	9.65	9.65	708.37
1995 12 04 12	35596.80	5.68	215.89	0.00	12.90	12.90	972.84
1995 12 05 12	35596.80	0.66	212.17	0.00	12.67	12.67	1036.23
1995 12 06 12	35473.89	1.33	204.73	0.00	14.21	14.21	1098.05
1995 12 07 12	35329.86	0.47	202.19	0.00	8.07	8.07	785.57
1995 12 08 12	35251.20	20.92	198.10	0.00	4.95	4.95	645.86
1995 12 09 12	35251.20	7.04	225.20	0.00	4.88	4.88	603.20
1995 12 10 12	35251.20	0.02	324.05	0.00	-2.37	-2.37	307.73
1995 12 11 12	35251.20	0.00	307.51	0.00	-4.03	-4.03	267.00
1995 12 12 12	35251.20	0.00	330.75	0.00	-1.01	-1.01	346.19
1995 12 13 12	35251.20	0.00	322.89	0.00	5.52	5.52	589.47
1995 12 14 12	35251.20	0.00	287.85	0.00	12.44	12.44	994.70
1995 12 15 12	35251.20	12.03	167.70	0.00	15.13	15.13	1299.92
1995 12 16 12	35251.20	5.05	169.49	0.00	16.98	16.98	1453.53
1995 12 17 12	35251.20	11.91	140.71	0.00	14.36	14.36	1273.97
1995 12 18 12	35251.20	26.44	133.82	0.00	13.34	13.34	1249.78
1995 12 19 12	35251.20	8.06	127.96	0.00	14.03	14.03	1237.81
1995 12 20 12	35251.20	0.18	289.36	0.00	7.43	7.43	713.81
1995 12 21 12	35251.20	0.00	280.22	0.00	2.27	2.27	477.34
1995 12 22 12	35251.20	0.00	277.03	0.00	1.14	1.14	448.93
1995 12 23 12	35251.20	0.00	237.60	0.00	0.10	0.10	435.32
1995 12 24 12	35251.20	0.12	202.57	0.00	-0.78	-0.78	417.17
1995 12 25 12	35251.20	0.04	291.44	0.00	-1.71	-1.71	365.47
1995 12 26 12	35251.20	0.00	328.51	0.00	0.41	0.41	374.47
1995 12 27 12	35251.20	0.00	307.16	0.00	0.99	0.99	404.56
1995 12 28 12	35251.20	0.00	297.54	0.00	1.01	1.01	418.69
1995 12 29 12	35251.20	0.00	311.86	0.00	-1.36	-1.36	345.64
1995 12 30 12	35251.20	0.01	334.99	0.00	0.22	0.22	357.83
1995 12 31 12	35251.20	6.12	275.98	0.00	3.34	3.34	486.93
1996 01 01 12	35251.20	8.67	187.98	0.00	10.19	10.19	955.81
1996 01 02 12	35251.20	4.05	111.40	0.00	12.71	12.71	1160.91
1996 01 03 12	35268.21	0.61	321.62	0.00	7.81	7.81	710.72
1996 01 04 12	35404.62	0.00	141.19	0.00	2.26	2.26	543.22
1996 01 05 12	35536.19	13.35	214.90	0.00	3.20	3.20	609.65
1996 01 06 12	35596.80	14.02	177.74	0.00	6.49	6.49	696.54
1996 01 07 12	35596.80	3.31	303.18	0.00	1.74	1.74	400.93
1996 01 08 12	35596.80	0.04	199.10	0.00	-3.96	-3.96	298.44
1996 01 09 12	35596.80	0.00	344.19	0.00	-4.62	-4.62	300.35
1996 01 10 12	35596.80	0.00	381.73	0.00	0.54	0.54	365.28
1996 01 11 12	35675.46	16.46	299.64	0.00	2.62	2.62	417.16
1996 01 12 12	35932.83	5.49	336.12	0.00	3.41	3.41	498.05
1996 01 13 12	35942.40	0.39	253.24	0.00	1.13	1.13	467.73
1996 01 14 12	35942.40	0.13	383.75	0.00	4.77	4.77	524.48
1996 01 15 12	35942.40	0.01	381.59	0.00	8.99	8.99	660.07
1996 01 16 12	35942.40	0.11	292.05	0.00	12.62	12.62	915.76
1996 01 17 12	36165.09	0.43	267.26	0.00	13.79	13.79	1068.68
1996 01 18 12	36288.00	12.98	240.64	0.00	14.98	14.98	1085.57
1996 01 19 12	36288.00	4.28	380.26	0.00	5.67	5.67	449.79
1996 01 20 12	36288.00	2.25	263.13	0.00	-1.64	-1.64	302.88
1996 01 21 12	36305.01	1.06	310.15	0.00	-1.69	-1.69	339.74
1996 01 22 12	36624.03	0.11	306.39	0.00	1.86	1.86	482.90
1996 01 23 12	36633.60	8.81	297.01	0.00	4.41	4.41	563.68
1996 01 24 12	36633.60	5.12	276.79	0.00	9.61	9.61	710.25
1996 01 25 12	36633.60	2.36	299.10	0.00	3.30	3.30	453.64
1996 01 26 12	36918.59	65.03	304.50	0.00	2.92	2.92	452.14
1996 01 27 12	36979.20	21.55	365.78	0.00	5.49	5.49	544.46
1996 01 28 12	36979.20	0.39	307.82	0.00	1.20	1.20	412.79
1996 01 29 12	36979.20	0.95	314.16	0.00	2.01	2.01	480.59
1996 01 30 12	37315.23	11.60	158.16	0.00	7.75	7.75	790.26
1996 01 31 12	37324.80	3.79	386.10	0.00	6.05	6.05	611.33
1996 02 01 12	37324.80	19.34	130.74	0.00	0.90	0.90	468.16
1996 02 02 12	37403.46	20.01	142.30	0.00	-0.75	-0.75	443.64
1996 02 03 12	37670.40	5.07	296.04	0.00	-6.29	-6.29	246.02
1996 02 04 12	37670.40	0.18	382.36	0.00	-9.56	-9.56	173.62
1996 02 05 12	37670.40	0.00	358.53	0.00	-10.89	-10.89	165.53
1996 02 06 12	38006.43	0.00	425.79	0.00	-8.28	-8.28	233.47
1996 02 07 12	38016.00	0.00	270.44	0.00	0.55	0.55	507.96
1996 02 08 12	38016.00	3.80	256.31	0.00	5.35	5.35	716.20
1996 02 09 12	38238.69	1.27	376.40	0.00	10.77	10.77	915.77
1996 02 10 12	38361.60	0.29	399.25	0.00	12.64	12.64	914.30
1996 02 11 12	38361.60	0.10	397.58	0.00	13.28	13.28	899.78
1996 02 12 12	38440.26	0.00	431.15	0.00	6.75	6.75	561.50
1996 02 13 12	38707.20	0.00	425.49	0.00	3.25	3.25	445.88
1996 02 14 12	38707.20	0.00	447.67	0.00	4.57	4.57	516.14
1996 02 15 12	38724.21	0.00	420.08	0.00	11.53	11.53	791.48
1996 02 16 12	39052.80	0.00	431.89	0.00	5.86	5.86	520.55
1996 02 17 12	39052.80	0.00	387.55	0.00	-1.73	-1.73	326.53
1996 02 18 12	39069.81	0.00	465.84	0.00	-0.34	-0.34	345.78
1996 02 19 12	39398.40	12.44	344.66	0.00	4.79	4.79	544.50
1996 02 20 12	39398.40	4.15	370.41	0.00	11.83	11.83	951.82
1996 02 21 12	39415.41	0.00	424.86	0.00	12.25	12.25	965.91
1996 02 22 12	39744.00	0.08	338.66	0.00	13.67	13.67	1091.66
1996 02 23 12	39744.00	0.03	406.12	0.00	16.79	16.79	1304.15
1996 02 24 12	39897.43	0.00	441.62	0.00	18.29	18.29	1220.00
1996 02 25 12	40089.60	0.00	465.79	0.00	12.64	12.64	819.00
1996 02 26 12	40089.60	0.00	471.67	0.00	13.53	13.53	920.00
1996 02 27 12	40425.63	5.41	288.92	0.00	19.91	19.91	1489.14
1996 02 28 12	40435.20	2.46	352.92	0.00	18.07	18.07	1276.32
1996 02 29 12	40435.20	1.23	341.01	0.00	10.97	10.97	910.21
1996 03 01 12	40780.80	0.00	326.32	0.00	3.87	3.87	543.06
1996 03 02 12	40780.80	0.00	415.64	0.00	1.29	1.29	458.87
1996 03 03 12	40780.80	0.00	491.87	0.00	4.39	4.39	486.16
1996 03 04 12	41126.40	1.56	437.75	0.00	7.49	7.49	587.21
1996 03 05 12	41126.40	40.57	367.79	0.00	10.08	10.08	766.35
1996 03 06 12	41126.40	51.96	271.30	0.00	16.84	16.84	1250.25
1996 03 07 12	41472.00	13.18	412.61	0.00	12.78	12.78	801.27
1996 03 08 12	41472.00	0.10	421.99	0.00	1.59	1.59	378.64
1996 03 09 12	41817.60	0.00	393.79	0.00	-4.34	-4.34	279.88
1996 03 10 12	41817.60	0.00	487.80	0.00	-3.15	-3.15	295.37
1996 03 11 12	41817.60	0.00	503.11	0.00	0.76	0.76	369.08
1996 03 12 12	42163.20	0.00	515.92	0.00	3.52	3.52	424.75
1996 03 13 12	42163.20	0.00	522.07	0.00	6.82	6.82	512.17
1996 03 14 12	42163.20	0.01	471.45	0.00	10.43	10.43	751.77
1996 03 15 12	42508.80	0.15	350.62	0.00	16.87	16.87	1279.71
1996 03 16 12	42508.80	0.05	450.25	0.00	17.96	17.96	1343.08
1996 03 17 12	42844.83	0.03	479.66	0.00	17.71	17.71	1222.29
1996 03 18 12	42854.40	20.88	358.82	0.00	15.89	15.89	1080.10
1996 03 19 12	42854.40	6.97	508.22	0.00	13.37	13.37	843.57
1996 03 20 12	43200.00	0.00	377.12	0.00	5.42	5.42	584.80
1996 03 21 12	43200.00	0.11	331.74	0.00	2.57	2.57	521.90
1996 03 22 12	43200.00	0.04	524.31	0.00	4.47	4.47	518.89
1996 03 23 12	43545.60	0.32	410.74	0.00	7.13	7.13	561.87
1996 03 24 12	43545.60	19.45	410.17	0.00	9.68	9.68	661.38
1996 03 25 12	43555.17	11.04	399.08	0.00	13.81	13.81	876.60
1996 03 26 12	43891.20	2.20	372.55	0.00	13.05	13.05	904.00
1996 03 27 12	43891.20	21.72	172.62	0.00	8.55	8.55	861.26
1996 03 28 12	44236.80	8.05	236.79	0.00	9.10	9.10	957.64
1996 03 29 12	44236.80	0.29	305.76	0.00	11.92	11.92	1111.40
1996 03 30 12	44236.80	5.49	317.84	0.00	13.47	13.47	1173.72
1996 03 31 12	44582.40	3.29	379.30	0.00	15.87	15.87	1221.19
1996 04 01 12	44582.40	0.49	501.32	0.00	14.29	14.29	1003.28
1996 04 02 12	44582.40	0.00	552.49	0.00	10.92	10.92	762.15
1996 04 03 12	44928.00	0.00	557.68	0.00	11.50	11.50	781.68
1996 04 04 12	44928.00	0.01	550.74	0.00	14.82	14.82	934.85
1996 04 05 12	45273.60	2.29	410.50	0.00	14.46	14.46	906.74
1996 04 06 12	45273.60	0.95	357.03	0.00	9.58	9.58	758.65
1996 04 07 12	45273.60	0.06	548.76	0.00	6.41	6.41	605.31
1996 04 08 12	45619.20	0.01	523.77	0.00	7.73	7.73	629.47
1996 04 09 12	45619.20	0.00	564.49	0.00	11.78	11.78	747.12
1996 04 10 12	45619.20	0.00	576.40	0.00	8.85	8.85	607.15
1996 04 11 12	45964.80	0.00	580.48	0.00	8.78	8.78	610.02
1996 04 12 12	45964.80	2.71	437.16	0.00	11.83	11.83	800.81
1996 04 13 12	45974.37	2.78	391.66	0.00	17.63	17.63	1233.12
1996 04 14 12	46310.40	11.54	396.14	0.00	17.28	17.28	1235.74
1996 04 15 12	46310.40	3.68	547.74	0.00	18.18	18.18	1147.91
1996 04 16 12	46502.57	0.02	558.15	0.00	11.08	11.08	762.35
1996 04 17 12	46656.00	0.00	580.16	0.00	11.49	11.49	779.19
1996 04 18 12	46656.00	0.99	433.84	0.00	14.26	14.26	928.37
1996 04 19 12	46984.59	0.38	459.80	0.00	15.64	15.64	1251.22
1996 04 20 12	47001.60	42.31	325.73	0.00	21.02	21.02	1804.86
1996 04 21 12	47001.60	36.90	264.32	0.00	20.25	20.25	1754.62
1996 04 22 12	47330.19	13.16	327.04	0.00	19.18	19.18	1646.34
1996 04 23 12	47347.20	1.89	471.92	0.00	20.50	20.50	1562.70
1996 04 24 12	47347.20	0.01	544.13	0.00	13.69	13.69	1000.31
1996 04 25 12	47675.79	0.10	491.71	0.00	14.32	14.32	1008.65
1996 04 26 12	47692.80	0.04	545.24	0.00	18.13	18.13	1207.35
1996 04 27 12	47692.80	0.00	577.14	0.00	17.20	17.20	1088.82
1996 04 28 12	47959.74	0.00	573.76	0.00	16.87	16.87	1100.56
1996 04 29 12	48038.40	15.10	415.32	0.00	19.09	19.09	1259.04
1996 04 30 12	48038.40	5.04	583.43	0.00	16.92	16.92	1003.74
1996 05 01 12	48161.31	0.00	548.81	0.00	13.04	13.04	864.90
1996 05 02 12	48384.00	0.00	590.54	0.00	14.01	14.01	917.32
1996 05 03 12	48384.00	0.00	573.53	0.00	17.55	17.55	1132.47
1996 05 04 12	48393.57	0.00	556.63	0.00	19.63	19.63	1375.15
1996 05 05 12	48729.60	0.00	497.99	0.00	22.58	22.58	1751.99
1996 05 06 12	48729.60	0.00	448.07	0.00	23.75	23.75	1960.79
1996 05 07 12	48729.60	0.00	461.69	0.00	23.76	23.76	1928.26
1996 05 08 12	48996.54	0.00	504.98	0.00	22.35	22.35	1713.41
1996 05 09 12	49075.20	0.00	523.07	0.00	22.16	22.16	1649.71
1996 05 10 12	49075.20	0.00	526.41	0.00	22.53	22.53	1672.83
1996 05 11 12	49084.77	4.61	392.12	0.00	22.26	22.26	1622.64
1996 05 12 12	49420.80	1.54	558.34	0.00	18.57	18.57	1245.59
1996 05 13 12	49420.80	0.00	546.64	0.00	16.67	16.67	1155.93
1996 05 14 12	49420.80	0.00	525.89	0.00	17.26	17.26	1293.32
1996 05 15 12	49481.41	0.00	501.17	0.00	20.18	20.18	1590.61
1996 05 16 12	49766.40	0.00	455.08	0.00	22.21	22.21	1862.39
1996 05 17 12	49766.40	0.00	456.14	0.00	24.31	24.31	2034.84
1996 05 18 12	49766.40	0.00	520.38	0.00	23.73	23.73	1863.08
1996 05 19 12	49775.97	0.00	533.66	0.00	24.37	24.37	1861.98
1996 05 20 12	50094.99	0.00	526.95	0.00	24.66	24.66	1876.34
1996 05 21 12	50112.00	0.00	525.03	0.00	24.71	24.71	1899.29
1996 05 22 12	50112.00	0.00	526.79	0.00	25.37	25.37	1918.57
1996 05 23 12	50112.00	0.00	532.82	0.00	23.93	23.93	1795.40
1996 05 24 12	50234.91	0.87	457.55	0.00	24.78	24.78	1901.98
1996 05 25 12	50457.60	0.29	525.93	0.00	26.50	26.50	2074.70
1996 05 26 12	50457.60	0.00	501.45	0.00	26.96	26.96	2234.06
1996 05 27 12	50457.60	28.24	359.24	0.00	27.47	27.47	2377.46
1996 05 28 12	50457.60	24.65	369.41	0.00	25.92	25.92	2159.01
1996 05 29 12	50467.17	5.08	404.19	0.00	22.81	22.81	1894.45
1996 05 30 12	50724.54	0.00	459.17	0.00	20.61	20.61	1658.50
1996 05 31 12	50803.20	0.00	491.26	0.00	19.42	19.42	1540.57
1996 06 01 12	50803.20	0.44	394.52	0.00	20.79	20.79	1721.51
1996 06 02 12	50803.20	13.11	293.78	0.00	22.93	22.93	2000.64
1996 06 03 12	50803.20	4.32	362.60	0.00	20.35	20.35	1776.31
1996 06 04 12	50803.20	0.34	438.33	0.00	21.51	21.51	1690.25
1996 06 05 12	50812.77	0.11	547.43	0.00	22.26	22.26	1614.76
1996 06 06 12	50995.38	0.26	529.95	0.00	22.89	22.89	1673.60
1996 06 07 12	51131.79	9.84	403.39	0.00	23.49	23.49	1807.25
1996 06 08 12	51148.80	8.98	365.57	0.00	23.50	23.50	1856.76
1996 06 09 12	51148.80	2.88	346.45	0.00	20.15	20.15	1606.97
1996 06 10 12	51148.80	2.58	389.53	0.00	19.39	19.39	1558.88
1996 06 11 12	51148.80	9.79	384.95	0.00	21.69	21.69	1785.64
1996 06 12 12	51148.80	11.63	357.91	0.00	23.48	23.48	1998.55
1996 06 13 12	51148.80	5.28	340.79	0.00	23.36	23.36	2023.36
1996 06 14 12	51148.80	0.80	468.60	0.00	23.73	23.73	2022.22
1996 06 15 12	51148.80	0.15	470.44	0.00	24.78	24.78	2075.81
1996 06 16 12	51148.80	0.05	513.26	0.00	25.71	25.71	2114.43
1996 06 17 12	51148.80	0.00	512.23	0.00	26.29	26.29	2157.19
1996 06 18 12	51148.80	1.31	403.49	0.00	26.30	26.30	2211.83
1996 06 19 12	51148.80	1.19	378.70	0.00	26.43	26.43	2250.35
1996 06 20 12	51148.80	4.77	363.22	0.00	25.84	25.84	2231.91
1996 06 21 12	51148.80	1.50	502.64	0.00	26.30	26.30	2228.52
1996 06 22 12	51148.80	0.00	512.11	0.00	27.31	27.31	2327.40
1996 06 23 12	51148.80	1.14	398.25	0.00	28.29	28.29	2472.10
1996 06 24 12	51148.80	0.38	487.84	0.00	27.92	27.92	2431.29
1996 06 25 12	51148.80	2.06	369.27	0.00	27.71	27.71	2461.29
1996 06 26 12	51148.80	0.69	473.96	0.00	26.31	26.31	2177.12
1996 06 27 12	51148.80	0.00	543.82	0.00	25.12	25.12	1898.09
1996 06 28 12	51148.80	0.00	543.88	0.00	25.11	25.11	1893.68
1996 06 29 12	51148.80	0.00	523.98	0.00	26.37	26.37	2040.26
1996 06 30 12	51148.80	0.00	536.45	0.00	26.34	26.34	2002.41
1996 07 01 12	51148.80	0.00	539.63	0.00	26.69	26.69	2029.90
1996 07 02 12	51148.80	0.02	526.97	0.00	27.54	27.54	2137.43
1996 07 03 12	51148.80	0.01	522.36	0.00	27.82	27.82	2073.38
1996 07 04 12	51070.14	0.00	571.29	0.00	24.27	24.27	1608.51
1996 07 05 12	50926.11	0.00	555.81	0.00	22.91	22.91	1588.30
1996 07 06 12	50803.20	0.00	551.18	0.00	24.74	24.74	1800.15
1996 07 07 12	50803.20	54.50	412.15	0.00	25.89	25.89	1980.48
1996 07 08 12	50803.20	32.25	375.02	0.00	26.22	26.22	2146.07
1996 07 09 12	50803.20	4.70	504.91	0.00	25.03	25.03	2012.02
1996 07 10 12	50803.20	0.01	502.51	0.00	24.36	24.36	1925.52
1996 07 11 12	50786.19	0.69	391.62	0.00	22.95	22.95	1865.58
1996 07 12 12	50580.52	6.17	361.61	0.00	24.33	24.33	2108.82
1996 07 13 12	50457.60	6.99	319.69	0.00	25.45	25.45	2349.51
1996 07 14 12	50457.60	9.91	320.35	0.00	26.34	26.34	2479.55
1996 07 15 12	50457.60	5.17	314.04	0.00	26.63	26.63	2503.66
1996 07 16 12	50457.60	3.54	338.33	0.00	26.27	26.27	2409.02
1996 07 17 12	50378.94	0.91	449.98	0.00	26.27	26.27	2339.74
1996 07 18 12	50121.57	0.00	486.57	0.00	26.56	26.56	2334.52
1996 07 19 12	50112.00	0.00	468.89	0.00	27.60	27.60	2471.91
1996 07 20 12	50112.00	1.05	336.60	0.00	27.45	27.45	2523.80
1996 07 21 12	50112.00	0.57	339.51	0.00	27.61	27.61	2544.54
1996 07 22 12	49958.57	19.64	331.79	0.00	27.88	27.88	2566.71
1996 07 23 12	49766.40	9.49	356.70	0.00	27.55	27.55	2476.37
1996 07 24 12	49766.40	18.64	332.10	0.00	26.85	26.85	2441.25
1996 07 25 12	49766.40	6.17	353.75	0.00	26.59	26.59	2387.19
1996 07 26 12	49687.74	0.11	414.86	0.00	24.88	24.88	2177.37
1996 07 27 12	49420.80	23.77	351.91	0.00	24.97	24.97	2196.54
1996 07 28 12	49420.80	15.93	307.52	0.00	24.20	24.20	2186.57
1996 07 29 12	49420.80	2.67	434.50	0.00	24.39	24.39	2180.87
1996 07 30 12	49267.38	5.70	299.10	0.00	24.44	24.44	2272.48
1996 07 31 12	49075.20	6.48	289.56	0.00	24.82	24.82	2361.52
1996 08 01 12	49075.20	2.24	275.30	0.00	24.50	24.50	2316.44
1996 08 02 12	49075.20	6.79	361.02	0.00	24.10	24.10	2140.42
1996 08 03 12	48739.17	5.20	368.29	0.00	23.96	23.96	2110.59
1996 08 04 12	48729.60	1.01	489.59	0.00	25.16	25.16	2208.39
1996 08 05 12	48729.60	2.23	373.18	0.00	26.28	26.28	2349.55
1996 08 06 12	48650.94	3.62	364.91	0.00	27.21	27.21	2452.79
1996 08 07 12	48384.00	0.96	469.95	0.00	26.64	26.64	2398.79
1996 08 08 12	48384.00	8.59	359.96	0.00	26.91	26.91	2466.10
1996 08 09 12	48384.00	2.86	480.22	0.00	26.97	26.97	2341.50
1996 08 10 12	48038.40	0.01	520.45	0.00	24.26	24.26	1958.63
1996 08 11 12	48038.40	5.80	395.18	0.00	23.25	23.25	1895.53
1996 08 12 12	48038.40	2.06	419.17	0.00	24.00	24.00	2017.43
1996 08 13 12	47692.80	0.04	467.80	0.00	24.16	24.16	2054.28
1996 08 14 12	47692.80	0.00	509.00	0.00	23.42	23.42	1922.75
1996 08 15 12	47692.80	0.00	517.54	0.00	23.44	23.44	1887.23
1996 08 16 12	47347.20	0.00	520.14	0.00	24.24	24.24	1959.48
1996 08 17 12	47347.20	0.00	516.41	0.00	25.06	25.06	2033.05
1996 08 18 12	47347.20	0.00	507.04	0.00	25.25	25.25	2076.43
1996 08 19 12	47001.60	0.00	509.18	0.00	25.79	25.79	2164.30
1996 08 20 12	47001.60	0.00	483.02	0.00	26.79	26.79	2324.92
1996 08 21 12	47001.60	0.02	470.28	0.00	26.73	26.73	2335.08
1996 08 22 12	46656.00	0.01	490.89	0.00	26.00	26.00	2221.81
1996 08 23 12	46656.00	0.75	380.25	0.00	25.83	25.83	2187.09
1996 08 24 12	46656.00	3.24	380.56	0.00	25.99	25.99	2185.83
1996 08 25 12	46310.40	17.50	366.54	0.00	26.40	26.40	2245.89
1996 08 26 12	46310.40	6.80	366.09	0.00	25.21	25.21	2130.31
1996 08 27 12	46310.40	12.39	352.83	0.00	24.67	24.67	2139.44
1996 08 28 12	45964.80	7.62	327.67	0.00	25.20	25.20	2271.28
1996 08 29 12	45964.80	9.92	291.58	0.00	24.39	24.39	2257.59
1996 08 30 12	45964.80	9.31	314.89	0.00	24.38	24.38	2226.03
1996 08 31 12	45619.20	2.96	314.79	0.00	23.38	23.38	2088.03
1996 09 01 12	45619.20	4.89	325.63	0.00	23.03	23.03	2038.26
1996 09 02 12	45334.21	3.27	288.01	0.00	22.64	22.64	2051.28
1996 09 03 12	45273.60	1.15	281.92	0.00	22.51	22.51	2063.92
1996 09 04 12	45273.60	0.19	424.43	0.00	22.80	22.80	2017.69
1996 09 05 12	44928.00	0.34	386.00	0.00	23.53	23.53	2035.12
1996 09 06 12	44928.00	0.52	419.35	0.00	24.02	24.02	2049.15
1996 09 07 12	44928.00	0.14	434.01	0.00	24.29	24.29	2097.16
1996 09 08 12	44582.40	0.00	449.86	0.00	24.48	24.48	2130.43
1996 09 09 12	44582.40	4.36	344.33	0.00	25.51	25.51	2234.65
1996 09 10 12	44582.40	7.66	339.57	0.00	25.79	25.79	2216.34
1996 09 11 12	44236.80	2.20	465.48	0.00	24.91	24.91	2007.31
1996 09 12 12	44236.80	0.04	479.59	0.00	23.30	23.30	1816.92
1996 09 13 12	43891.20	0.00	481.24	0.00	22.52	22.52	1673.98
1996 09 14 12	43891.20	0.00	504.59	0.00	18.73	18.73	1339.28
1996 09 15 12	43891.20	0.45	378.06	0.00	18.74	18.74	1389.54
1996 09 16 12	43545.60	26.99	355.08	0.00	21.30	21.30	1745.32
1996 09 17 12	43545.60	8.95	400.91	0.00	24.86	24.86	2104.18
1996 09 18 12	43545.60	0.00	438.47	0.00	19.43	19.43	1541.21
1996 09 19 12	43200.00	0.00	483.50	0.00	18.45	18.45	1383.39
1996 09 20 12	43200.00	0.11	408.78	0.00	18.46	18.46	1386.10
1996 09 21 12	42854.40	27.60	348.63	0.00	19.13	19.13	1454.66
1996 09 22 12	42854.40	9.19	468.62	0.00	18.01	18.01	1360.88
1996 09 23 12	42854.40	0.00	490.22	0.00	19.25	19.25	1375.12
1996 09 24 12	42508.80	0.00	487.89	0.00	20.73	20.73	1459.02
1996 09 25 12	42508.80	0.00	466.70	0.00	21.58	21.58	1614.92
1996 09 26 12	42508.80	8.97	335.41	0.00	22.65	22.65	1805.50
1996 09 27 12	42163.20	10.64	319.11	0.00	22.76	22.76	1862.85
1996 09 28 12	42163.20	4.85	319.96	0.00	20.89	20.89	1677.85
1996 09 29 12	41817.60	0.77	460.92	0.00	15.67	15.67	1187.96
1996 09 30 12	41817.60	0.04	360.98	0.00	15.74	15.74	1186.44
1996 10 01 12	41817.60	0.16	345.30	0.00	16.97	16.97	1379.34
1996 10 02 12	41472.00	0.05	194.60	0.00	19.87	19.87	1862.68
1996 10 03 12	41472.00	0.05	209.57	0.00	20.39	20.39	1936.04
1996 10 04 12	41472.00	0.02	393.58	0.00	19.51	19.51	1638.74
1996 10 05 12	41126.40	0.00	417.14	0.00	18.14	18.14	1411.26
1996 10 06 12	41126.40	0.00	345.29	0.00	16.23	16.23	1317.92
1996 10 07 12	41065.79	0.00	355.33	0.00	15.86	15.86	1312.16
1996 10 08 12	40780.80	0.00	432.86	0.00	16.26	16.26	1239.50
1996 10 09 12	40780.80	0.00	444.12	0.00	16.96	16.96	1180.44
1996 10 10 12	40435.20	0.00	437.03	0.00	15.02	15.02	1049.04
1996 10 11 12	40435.20	0.00	446.29	0.00	13.91	13.91	966.38
1996 10 12 12	40435.20	0.00	451.28	0.00	13.09	13.09	888.30
1996 10 13 12	40089.60	0.00	455.86	0.00	13.54	13.54	891.84
1996 10 14 12	40089.60	0.00	445.36	0.00	14.87	14.87	969.26
1996 10 15 12	40089.60	0.00	440.69	0.00	15.65	15.65	1017.78
1996 10 16 12	39744.00	0.02	434.04	0.00	16.24	16.24	1108.48
1996 10 17 12	39744.00	14.93	300.21	0.00	18.82	18.82	1387.97
1996 10 18 12	39744.00	5.24	341.13	0.00	19.58	19.58	1349.98
1996 10 19 12	39398.40	0.09	428.05	0.00	12.01	12.01	829.70
1996 10 20 12	39398.40	0.00	429.07	0.00	10.39	10.39	754.37
1996 10 21 12	39398.40	0.00	430.35	0.00	12.31	12.31	864.59
1996 10 22 12	39052.80	14.00	299.72	0.00	17.09	17.09	1154.78
1996 10 23 12	39052.80	4.71	421.42	0.00	14.35	14.35	903.07
1996 10 24 12	39052.80	0.25	316.22	0.00	12.18	12.18	795.56
1996 10 25 12	38707.20	11.56	314.83	0.00	12.46	12.46	879.44
1996 10 26 12	38707.20	20.28	245.11	0.00	16.59	16.59	1321.19
1996 10 27 12	38707.20	5.65	199.50	0.00	18.68	18.68	1693.76
1996 10 28 12	38361.60	6.61	230.77	0.00	22.00	22.00	1988.64
1996 10 29 12	38361.60	2.36	215.98	0.00	22.50	22.50	1997.33
1996 10 30 12	38361.60	0.06	300.61	0.00	22.28	22.28	1841.97
1996 10 31 12	38016.00	0.02	327.60	0.00	17.07	17.07	1193.64
1996 11 01 12	38016.00	25.28	285.56	0.00	15.72	15.72	1033.06
1996 11 02 12	38016.00	8.48	330.23	0.00	11.31	11.31	829.15
1996 11 03 12	37749.06	0.02	384.35	0.00	6.41	6.41	594.97
1996 11 04 12	37670.40	0.12	289.59	0.00	5.96	5.96	577.18
1996 11 05 12	37670.40	0.40	282.56	0.00	8.16	8.16	755.26
1996 11 06 12	37660.83	3.90	178.56	0.00	15.13	15.13	1362.42
1996 11 07 12	37324.80	30.50	185.97	0.00	19.83	19.83	1718.44
1996 11 08 12	37324.80	9.75	346.34	0.00	14.98	14.98	1100.51
1996 11 09 12	37324.80	0.00	348.53	0.00	9.76	9.76	758.28
1996 11 10 12	37132.62	0.00	317.37	0.00	7.78	7.78	690.58
1996 11 11 12	36979.20	0.00	334.92	0.00	5.73	5.73	610.38
1996 11 12 12	36979.20	0.62	263.52	0.00	5.84	5.84	605.39
